idea_id,family,description,final_balance,deposited,cagr_percent,daily_drawdown,closed_drawdown,trades,days_in_position,dd_improvement_pp,cagr_change_pp,cagr_retention
69,session+persistence,"{""opening_range_minutes"": 30, ""persistence"": 15, ""session_loss"": 0.0125}",562246297.7858102,10000.0,273.2476655733991,0.7913378614689937,0.7847086115268503,376,966,5.5385855449945565,-577.9691793392545,0.3210082920779581
70,session+persistence,"{""opening_range_minutes"": 30, ""persistence"": 30, ""session_loss"": 0.0125}",2243668036.514183,10000.0,340.93518702013574,0.7856223290467004,0.7788114951658197,376,983,6.110138787223884,-510.2816578925179,0.4005268329189612
71,session+persistence,"{""opening_range_minutes"": 30, ""persistence"": 3, ""session_loss"": 0.015}",1330888996.68717,10000.0,314.05779015146874,0.8138422196153655,0.8079279389340095,376,1027,3.2881497303573703,-537.159054761185,0.36895156860258715
72,session+persistence,"{""opening_range_minutes"": 30, ""persistence"": 5, ""session_loss"": 0.015}",1382799888.5850997,10000.0,315.97006469492726,0.8138422132028725,0.80792793231779,376,1027,3.2881503716066685,-535.2467802177264,0.37119808728332915
73,session+persistence,"{""opening_range_minutes"": 30, ""persistence"": 10, ""session_loss"": 0.015}",936332543.1334304,10000.0,296.890828663541,0.8138422027676199,0.8079279215510067,376,1029,3.2881514151319347,-554.3260162491126,0.3487840148346759
74,session+persistence,"{""opening_range_minutes"": 30, ""persistence"": 15, ""session_loss"": 0.015}",1055306713.8036506,10000.0,302.6491914906341,0.8138422081198022,0.8079279270732292,376,1029,3.2881508799136983,-548.5676534220195,0.35554887488356746
75,session+persistence,"{""opening_range_minutes"": 30, ""persistence"": 30, ""session_loss"": 0.015}",1988526582.4268272,10000.0,334.571612120914,0.8138422155271776,0.8079279347159389,376,1035,3.2881501391761603,-516.6452327917397,0.3930509765173239
76,entry+slow-candle,"{""entry_loss"": 0.01, ""opening_range_minutes"": 30, ""persistence"": 3, ""slow_decline"": 0.005, ""slow_minutes"": 15}",281394407.9486593,10000.0,243.3972510195456,0.793152773430363,0.7865811837091856,376,982,5.357094348857627,-607.819593893108,0.28594035993792094
77,entry+slow-candle,"{""entry_loss"": 0.01, ""opening_range_minutes"": 30, ""persistence"": 3, ""slow_decline"": 0.0075, ""slow_minutes"": 15}",28129192410.60317,10000.0,497.89148624884456,0.7048424778511033,0.7048424778511033,376,1082,14.18812390678359,-353.3253586638091,0.584917332433588
78,entry+slow-candle,"{""entry_loss"": 0.01, ""opening_range_minutes"": 30, ""persistence"": 3, ""slow_decline"": 0.01, ""slow_minutes"": 30}",20950032934.044018,10000.0,477.04757416877885,0.6925523667429746,0.6925523667429746,376,1067,15.417135017596461,-374.1692707438748,0.5604301383600208
79,entry+slow-candle,"{""entry_loss"": 0.01, ""opening_range_minutes"": 30, ""persistence"": 3, ""slow_decline"": 0.0125, ""slow_minutes"": 30}",72082133611.16618,10000.0,569.6307618206445,0.7501522262001336,0.7141776756082717,376,1123,9.657149071880566,-281.5860830920092,0.6691958285659823
80,entry+slow-candle,"{""entry_loss"": 0.01, ""opening_range_minutes"": 30, ""persistence"": 3, ""slow_decline"": 0.015, ""slow_minutes"": 60}",205016947994.29947,10000.0,659.4559019661452,0.6840630317866765,0.6840630317866765,376,1117,16.266068513226273,-191.7609429465084,0.7747213955027104
81,entry+slow-candle,"{""entry_loss"": 0.015, ""opening_range_minutes"": 30, ""persistence"": 3, ""slow_decline"": 0.005, ""slow_minutes"": 15}",1687188001.6670103,10000.0,326.0563706624543,0.8119710862159315,0.8059973591440264,376,1051,3.4752630703007714,-525.1604742501993,0.383047366380434
82,entry+slow-candle,"{""entry_loss"": 0.015, ""opening_range_minutes"": 30, ""persistence"": 3, ""slow_decline"": 0.0075, ""slow_minutes"": 15}",34342668565.130226,10000.0,512.4352593439323,0.7329500019616637,0.7329500019616637,376,1113,11.377371495727552,-338.7815855687213,0.6020031939059137
